"filename", "language", "PHP", "Markdown", "JavaScript", "JSON", "CSS", "JavaScript JSX", "XML", "YAML", "Django HTML", "comment", "blank", "total"
"z:\Projects\mstender\frontend\src\assets\SVG\Eye.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"z:\Projects\mstender\frontend\src\assets\SVG\EyeSlash.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 1, 16
"z:\Projects\mstender\frontend\src\assets\SVG\Loading.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 1, 21
"z:\Projects\mstender\frontend\src\common\NotificationToast.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 22, 0, 0, 0, 2, 3, 27
"z:\Projects\mstender\frontend\src\common\UI\CardUI.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 1, 6
"z:\Projects\mstender\frontend\src\components\elements\Button.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 91, 0, 0, 0, 4, 7, 102
"z:\Projects\mstender\frontend\src\components\elements\Input.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 7, 56
"z:\Projects\mstender\frontend\src\components\elements\Select.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 41, 0, 0, 0, 0, 5, 46
"z:\Projects\mstender\frontend\src\components\elements\SelectSearch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 197, 0, 0, 0, 22, 33, 252
"z:\Projects\mstender\frontend\src\components\elements\SelectSearchJson.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 102, 0, 0, 0, 14, 17, 133
"z:\Projects\mstender\frontend\src\components\elements\Switch.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 6, 78
"z:\Projects\mstender\frontend\src\components\elements\Textarea.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 7, 72
"z:\Projects\mstender\frontend\src\components\elements\index.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 2, 12
"z:\Projects\mstender\frontend\src\components\layout\AdminLayout.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 3, 23
"z:\Projects\mstender\frontend\src\components\layout\Header.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"z:\Projects\mstender\frontend\src\components\layout\Sidebar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 225, 0, 0, 0, 57, 43, 325
"z:\Projects\mstender\frontend\src\components\layout\Topbar.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 46, 0, 0, 0, 7, 17, 70
"z:\Projects\mstender\frontend\src\components\notifications\Notification.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 1, 3, 20
"z:\Projects\mstender\frontend\src\components\tables\AddButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 3, 15
"z:\Projects\mstender\frontend\src\components\tables\AddPaymentButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"z:\Projects\mstender\frontend\src\components\tables\BadgeButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 9, 11, 80
"z:\Projects\mstender\frontend\src\components\tables\BulkAction.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 49, 0, 0, 0, 12, 5, 66
"z:\Projects\mstender\frontend\src\components\tables\CallButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"z:\Projects\mstender\frontend\src\components\tables\CloseButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"z:\Projects\mstender\frontend\src\components\tables\ConfirmDialog.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 70, 0, 0, 0, 6, 10, 86
"z:\Projects\mstender\frontend\src\components\tables\CopyButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 3, 18
"z:\Projects\mstender\frontend\src\components\tables\CopyLinkButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 28, 0, 0, 0, 2, 5, 35
"z:\Projects\mstender\frontend\src\components\tables\CreateGroup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\CreateInvoiceButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\CustomersButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\CustomersList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\DeleteButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 2, 14
"z:\Projects\mstender\frontend\src\components\tables\DetailsButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 3, 17
"z:\Projects\mstender\frontend\src\components\tables\Dropdown.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 4, 38
"z:\Projects\mstender\frontend\src\components\tables\EditButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\EmailButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\Export.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 2, 37
"z:\Projects\mstender\frontend\src\components\tables\ExportDropdown.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 74, 0, 0, 0, 2, 10, 86
"z:\Projects\mstender\frontend\src\components\tables\FilterButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"z:\Projects\mstender\frontend\src\components\tables\IconButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"z:\Projects\mstender\frontend\src\components\tables\ImagePreviewButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 60, 0, 0, 0, 4, 9, 73
"z:\Projects\mstender\frontend\src\components\tables\Pagination.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 61, 0, 0, 0, 0, 4, 65
"z:\Projects\mstender\frontend\src\components\tables\SeeInvoiceButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 1, 2, 17
"z:\Projects\mstender\frontend\src\components\tables\SeePaymentButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 2, 16
"z:\Projects\mstender\frontend\src\components\tables\SelectOption.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"z:\Projects\mstender\frontend\src\components\tables\WhatsappButton.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 1, 15
"z:\Projects\mstender\frontend\src\components\widgets\NotificationWidgets.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 227, 0, 0, 0, 12, 67, 306
"z:\Projects\mstender\frontend\src\components\widgets\ProfileWidgets.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 115, 0, 0, 0, 0, 13, 128
"z:\Projects\mstender\frontend\src\components\widgets\ThemeWidget.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 114, 0, 0, 0, 0, 24, 138
"z:\Projects\mstender\frontend\src\components\widgets\TimeWidget.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 25, 0, 0, 0, 1, 7, 33
"z:\Projects\mstender\frontend\src\context\SettingsContext.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 81, 0, 0, 0, 0, 12, 93
"z:\Projects\mstender\frontend\src\data\SidebarMenu copy.json", "JSON", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 3, 114
"z:\Projects\mstender\frontend\src\data\SidebarMenu.json", "JSON", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 10, 100
"z:\Projects\mstender\frontend\src\data\env.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 7, 9, 33
"z:\Projects\mstender\frontend\src\data\toastCfg.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 2, 13
"z:\Projects\mstender\frontend\src\database\Axios.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 12, 0, 0, 0, 1, 2, 15
"z:\Projects\mstender\frontend\src\database\Context.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 37
"z:\Projects\mstender\frontend\src\database\Token.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 34, 0, 0, 0, 2, 10, 46
"z:\Projects\mstender\frontend\src\index.css", "CSS", 0, 0, 0, 0, 65, 0, 0, 0, 0, 7, 14, 86
"z:\Projects\mstender\frontend\src\index.js", "JavaScript", 0, 0, 30, 0, 0, 0, 0, 0, 0, 3, 8, 41
"z:\Projects\mstender\frontend\src\logo.svg", "XML", 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"z:\Projects\mstender\frontend\src\middleware\ProtectedRoute.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 8, 0, 0, 0, 4, 4, 16
"z:\Projects\mstender\frontend\src\pages\auth\ForgotPassword.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 9, 63
"z:\Projects\mstender\frontend\src\pages\auth\Login.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 150, 0, 0, 0, 4, 16, 170
"z:\Projects\mstender\frontend\src\pages\auth\OTP.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 1, 8
"z:\Projects\mstender\frontend\src\pages\auth\ResetPassword.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 65, 0, 0, 0, 0, 12, 77
"z:\Projects\mstender\frontend\src\pages\auth\Signup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"z:\Projects\mstender\frontend\src\pages\banks\BanksList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 418, 0, 0, 0, 30, 30, 478
"z:\Projects\mstender\frontend\src\pages\banks\CreateBank.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 146, 0, 0, 0, 6, 18, 170
"z:\Projects\mstender\frontend\src\pages\banks\UpdateBank.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 199, 0, 0, 0, 15, 22, 236
"z:\Projects\mstender\frontend\src\pages\banks\data.js", "JavaScript", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 5, 14
"z:\Projects\mstender\frontend\src\pages\customers\CreateCustomer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 188, 0, 0, 0, 25, 27, 240
"z:\Projects\mstender\frontend\src\pages\customers\CustomersList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 498, 0, 0, 0, 42, 47, 587
"z:\Projects\mstender\frontend\src\pages\customers\UpdateCustomer.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 200, 0, 0, 0, 11, 24, 235
"z:\Projects\mstender\frontend\src\pages\dashboard\Dashboard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 78, 0, 0, 0, 5, 7, 90
"z:\Projects\mstender\frontend\src\pages\dashboard\DashboardCard.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 4, 39
"z:\Projects\mstender\frontend\src\pages\dashboard\DashboardChart.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 63, 0, 0, 0, 0, 6, 69
"z:\Projects\mstender\frontend\src\pages\employees\CreateEmployee copy.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 349, 0, 0, 0, 31, 30, 410
"z:\Projects\mstender\frontend\src\pages\employees\CreateEmployee.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 333, 0, 0, 0, 39, 35, 407
"z:\Projects\mstender\frontend\src\pages\employees\EmployeeList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 595, 0, 0, 0, 35, 50, 680
"z:\Projects\mstender\frontend\src\pages\employees\InviteEmployee.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 148, 0, 0, 0, 2, 22, 172
"z:\Projects\mstender\frontend\src\pages\employees\UpdateEmployee.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 215, 0, 0, 0, 11, 27, 253
"z:\Projects\mstender\frontend\src\pages\forms\Form1.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 447, 0, 0, 0, 37, 41, 525
"z:\Projects\mstender\frontend\src\pages\invoices\CreateInvoice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 644, 0, 0, 0, 41, 98, 783
"z:\Projects\mstender\frontend\src\pages\invoices\InvoicesList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 421, 0, 0, 0, 28, 43, 492
"z:\Projects\mstender\frontend\src\pages\invoices\UpdateInvoice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 2, 9
"z:\Projects\mstender\frontend\src\pages\invoices\ViewInvoice.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 299, 0, 0, 0, 29, 39, 367
"z:\Projects\mstender\frontend\src\pages\leads\CreateLead.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 168, 0, 0, 0, 10, 28, 206
"z:\Projects\mstender\frontend\src\pages\leads\LeadDetails.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 792, 0, 0, 0, 15, 176, 983
"z:\Projects\mstender\frontend\src\pages\leads\LeadList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 1164, 0, 0, 0, 21, 242, 1427
"z:\Projects\mstender\frontend\src\pages\leads\PipelineCreate.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 96, 0, 0, 0, 8, 21, 125
"z:\Projects\mstender\frontend\src\pages\leads\PipelineList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 216, 0, 0, 0, 12, 29, 257
"z:\Projects\mstender\frontend\src\pages\leads\UpdateLead.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 223, 0, 0, 0, 22, 29, 274
"z:\Projects\mstender\frontend\src\pages\notifications\Notifications.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 103, 0, 0, 0, 2, 10, 115
"z:\Projects\mstender\frontend\src\pages\others\Maintance.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 95, 0, 0, 0, 12, 31, 138
"z:\Projects\mstender\frontend\src\pages\others\NotFound.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 3, 33
"z:\Projects\mstender\frontend\src\pages\others\Profile.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 242, 0, 0, 0, 9, 77, 328
"z:\Projects\mstender\frontend\src\pages\others\Setting.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 389, 0, 0, 0, 34, 85, 508
"z:\Projects\mstender\frontend\src\pages\taxes\CreateTax.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 123, 0, 0, 0, 1, 13, 137
"z:\Projects\mstender\frontend\src\pages\taxes\TaxesList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 429, 0, 0, 0, 42, 31, 502
"z:\Projects\mstender\frontend\src\pages\taxes\UpdateTax.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 173, 0, 0, 0, 7, 20, 200
"z:\Projects\mstender\frontend\src\pages\transactions\CreateTransaction.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 194, 0, 0, 0, 17, 31, 242
"z:\Projects\mstender\frontend\src\pages\transactions\TransactionsList.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 320, 0, 0, 0, 23, 35, 378
"z:\Projects\mstender\frontend\src\pages\transactions\UpdateTransaction.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 218, 0, 0, 0, 9, 35, 262
"z:\Projects\mstender\frontend\src\popups\Delete\DeletePopUp.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 72, 0, 0, 0, 2, 7, 81
"z:\Projects\mstender\frontend\src\popups\Edit\EditPopUp.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 7, 98
"z:\Projects\mstender\frontend\src\popups\GlobalSearchPopup.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 316, 0, 0, 0, 41, 104, 461
"z:\Projects\mstender\frontend\src\reportWebVitals.js", "JavaScript", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 2, 14
"z:\Projects\mstender\frontend\src\setupTests.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 4, 1, 6
"z:\Projects\mstender\frontend\src\utils\BanManager.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"z:\Projects\mstender\frontend\src\utils\Permission.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 9, 0, 0, 0, 5, 5, 19
"z:\Projects\mstender\frontend\src\utils\currencyFormatter.js", "JavaScript", 0, 0, 17, 0, 0, 0, 0, 0, 0, 1, 2, 20
"z:\Projects\mstender\frontend\src\utils\errors.js", "JavaScript", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 17
"z:\Projects\mstender\frontend\src\utils\hasPermission.jsx", "JavaScript JSX", 0, 0, 0, 0, 0, 23, 0, 0, 0, 7, 15, 45
"z:\Projects\mstender\frontend\src\utils\money.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 1, 9, 23
"z:\Projects\mstender\frontend\src\utils\numberFormatter.js", "JavaScript", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 9
"z:\Projects\mstender\frontend\tailwind.config.js", "JavaScript", 0, 0, 95, 0, 0, 0, 0, 0, 0, 1, 10, 106
"Total", "-", 5863, 175, 354, 28907, 107, 13508, 37, 73, 40, 2203, 4163, 55430